candidate,split,feature,direct_auc,predictive_auc,best_single_threshold_accuracy
relative_growth_1_50,train,lag_1_week_stars,0.35512447952810555,0.6448755204718944,0.7514285714285714
relative_growth_1_50,train,lag_2_week_stars,0.3158939104788341,0.6841060895211659,0.76
relative_growth_1_50,train,rolling_3week_mean_stars,0.34451444309507284,0.6554855569049272,0.7585714285714286
relative_growth_1_50,train,rolling_4week_sum_stars,0.32545758154059684,0.6745424184594031,0.7685714285714286
relative_growth_1_50,train,weekly_growth_acceleration,0.5458286346287301,0.5458286346287301,0.7471428571428571
relative_growth_1_50,train,cumulative_growth_lag_1,0.28532160825815406,0.714678391741846,0.7771428571428571
hybrid_q75_relative_1_10,train,history_length,0.49215930402988123,0.5078406959701187,0.8485714285714285
hybrid_q75_relative_1_10,train,clean_history_weeks,0.49215930402988123,0.5078406959701187,0.8485714285714285
hybrid_q75_relative_1_10,train,weekly_new_stars,0.6742525728514918,0.6742525728514918,0.8457142857142858
hybrid_q75_relative_1_10,train,cumulative_stars,0.449457061354431,0.550542938645569,0.8371428571428572
hybrid_q75_relative_1_10,train,previous_week_stars,0.6515421348757309,0.6515421348757309,0.8457142857142858
hybrid_q75_relative_1_10,train,weekly_growth_rate,0.5580999511434019,0.5580999511434019,0.8485714285714285
hybrid_q75_relative_1_10,train,herd_momentum_score,0.5655624024838064,0.5655624024838064,0.8371428571428572
hybrid_q75_relative_1_10,train,lag_1_week_stars,0.6515421348757309,0.6515421348757309,0.8457142857142858
hybrid_q75_relative_1_10,train,lag_2_week_stars,0.6177601613843752,0.6177601613843752,0.8457142857142858
hybrid_q75_relative_1_10,train,rolling_3week_mean_stars,0.6671210855620873,0.6671210855620873,0.8457142857142858
hybrid_q75_relative_1_10,train,rolling_4week_sum_stars,0.6541819671872783,0.6541819671872783,0.8457142857142858
hybrid_q75_relative_1_10,train,weekly_growth_acceleration,0.5669729397487825,0.5669729397487825,0.8457142857142858
hybrid_q75_relative_1_10,train,cumulative_growth_lag_1,0.4431135837102646,0.5568864162897353,0.8371428571428572
hybrid_q80_relative_1_10,train,history_length,0.4839092296658637,0.5160907703341363,0.8714285714285714
hybrid_q80_relative_1_10,train,clean_history_weeks,0.4839092296658637,0.5160907703341363,0.8714285714285714
hybrid_q80_relative_1_10,train,weekly_new_stars,0.6962338402692215,0.6962338402692215,0.8714285714285714
hybrid_q80_relative_1_10,train,cumulative_stars,0.4538792548594126,0.5461207451405874,0.8628571428571429
hybrid_q80_relative_1_10,train,previous_week_stars,0.6691461777524412,0.6691461777524412,0.8714285714285714
hybrid_q80_relative_1_10,train,weekly_growth_rate,0.5643171077070193,0.5643171077070193,0.8714285714285714
hybrid_q80_relative_1_10,train,herd_momentum_score,0.5774655657514849,0.5774655657514849,0.8628571428571429
hybrid_q80_relative_1_10,train,lag_1_week_stars,0.6691461777524412,0.6691461777524412,0.8714285714285714
hybrid_q80_relative_1_10,train,lag_2_week_stars,0.6311167914084482,0.6311167914084482,0.8714285714285714
hybrid_q80_relative_1_10,train,rolling_3week_mean_stars,0.6869379723790434,0.6869379723790434,0.8714285714285714
hybrid_q80_relative_1_10,train,rolling_4week_sum_stars,0.6756100700638114,0.6756100700638114,0.8714285714285714
hybrid_q80_relative_1_10,train,weekly_growth_acceleration,0.5780816123871347,0.5780816123871347,0.8714285714285714
hybrid_q80_relative_1_10,train,cumulative_growth_lag_1,0.4457051435296714,0.5542948564703286,0.8628571428571429
hybrid_q80_relative_1_25,train,history_length,0.46887624701129527,0.5311237529887047,0.8871428571428571
hybrid_q80_relative_1_25,train,clean_history_weeks,0.46887624701129527,0.5311237529887047,0.8871428571428571
hybrid_q80_relative_1_25,train,weekly_new_stars,0.6690885481078407,0.6690885481078407,0.8871428571428571
hybrid_q80_relative_1_25,train,cumulative_stars,0.4237158875422541,0.5762841124577459,0.8785714285714286
hybrid_q80_relative_1_25,train,previous_week_stars,0.6460033803281392,0.6460033803281392,0.8871428571428571
hybrid_q80_relative_1_25,train,weekly_growth_rate,0.5596504246021932,0.5596504246021932,0.8871428571428571
hybrid_q80_relative_1_25,train,herd_momentum_score,0.5366889273641685,0.5366889273641685,0.8785714285714286
hybrid_q80_relative_1_25,train,lag_1_week_stars,0.6460033803281392,0.6460033803281392,0.8871428571428571
hybrid_q80_relative_1_25,train,lag_2_week_stars,0.5980192101574738,0.5980192101574738,0.8871428571428571
hybrid_q80_relative_1_25,train,rolling_3week_mean_stars,0.6607613983015912,0.6607613983015912,0.8871428571428571
hybrid_q80_relative_1_25,train,rolling_4week_sum_stars,0.6478069090609284,0.6478069090609284,0.8871428571428571
hybrid_q80_relative_1_25,train,weekly_growth_acceleration,0.5686062329953006,0.5686062329953006,0.8871428571428571
hybrid_q80_relative_1_25,train,cumulative_growth_lag_1,0.41542996124989695,0.584570038750103,0.8785714285714286
absolute_q75,validation,history_length,0.3634669151910531,0.6365330848089469,0.696969696969697
absolute_q75,validation,clean_history_weeks,0.3634669151910531,0.6365330848089469,0.696969696969697
absolute_q75,validation,weekly_new_stars,0.8690587138863001,0.8690587138863001,0.8484848484848485
absolute_q75,validation,cumulative_stars,0.5181733457595527,0.5181733457595527,0.7424242424242424
absolute_q75,validation,previous_week_stars,0.8219944082013048,0.8219944082013048,0.7878787878787878
absolute_q75,validation,weekly_growth_rate,0.49254426840633736,0.5074557315936626,0.6666666666666666
absolute_q75,validation,herd_momentum_score,0.7893755824790307,0.7893755824790307,0.803030303030303
absolute_q75,validation,lag_1_week_stars,0.8219944082013048,0.8219944082013048,0.7878787878787878
absolute_q75,validation,lag_2_week_stars,0.7837837837837838,0.7837837837837838,0.7878787878787878
absolute_q75,validation,rolling_3week_mean_stars,0.9105312208760485,0.9105312208760485,0.8484848484848485
absolute_q75,validation,rolling_4week_sum_stars,0.9030754892823859,0.9030754892823859,0.8636363636363636
absolute_q75,validation,weekly_growth_acceleration,0.543336439888164,0.543336439888164,0.5757575757575758
absolute_q75,validation,cumulative_growth_lag_1,0.5125815470643057,0.5125815470643057,0.7272727272727273
absolute_q80,validation,history_length,0.3398148148148148,0.6601851851851852,0.7121212121212122
absolute_q80,validation,clean_history_weeks,0.3398148148148148,0.6601851851851852,0.7121212121212122
absolute_q80,validation,weekly_new_stars,0.8703703703703703,0.8703703703703703,0.8484848484848485
absolute_q80,validation,cumulative_stars,0.5009259259259259,0.5009259259259259,0.7272727272727273
absolute_q80,validation,previous_week_stars,0.8287037037037037,0.8287037037037037,0.803030303030303
absolute_q80,validation,weekly_growth_rate,0.4754629629629629,0.524537037037037,0.6666666666666666
absolute_q80,validation,herd_momentum_score,0.7935185185185185,0.7935185185185185,0.7878787878787878
absolute_q80,validation,lag_1_week_stars,0.8287037037037037,0.8287037037037037,0.803030303030303
absolute_q80,validation,lag_2_week_stars,0.7847222222222223,0.7847222222222223,0.7727272727272727
absolute_q80,validation,rolling_3week_mean_stars,0.9166666666666666,0.9166666666666666,0.8484848484848485
absolute_q80,validation,rolling_4week_sum_stars,0.9055555555555556,0.9055555555555556,0.8636363636363636
absolute_q80,validation,weekly_growth_acceleration,0.5236111111111111,0.5236111111111111,0.5606060606060606
absolute_q80,validation,cumulative_growth_lag_1,0.49444444444444446,0.5055555555555555,0.7121212121212122
absolute_q85,validation,history_length,0.3354838709677419,0.6645161290322581,0.6666666666666666
absolute_q85,validation,clean_history_weeks,0.3354838709677419,0.6645161290322581,0.6666666666666666
absolute_q85,validation,weekly_new_stars,0.8778801843317973,0.8778801843317973,0.8333333333333334
absolute_q85,validation,cumulative_stars,0.4589861751152074,0.5410138248847927,0.6666666666666666
absolute_q85,validation,previous_week_stars,0.8152073732718894,0.8152073732718894,0.7878787878787878
absolute_q85,validation,weekly_growth_rate,0.49262672811059904,0.507373271889401,0.6060606060606061
absolute_q85,validation,herd_momentum_score,0.752995391705069,0.752995391705069,0.7424242424242424
absolute_q85,validation,lag_1_week_stars,0.8152073732718894,0.8152073732718894,0.7878787878787878
absolute_q85,validation,lag_2_week_stars,0.7875576036866359,0.7875576036866359,0.7424242424242424
absolute_q85,validation,rolling_3week_mean_stars,0.9317972350230416,0.9317972350230416,0.8787878787878788
absolute_q85,validation,rolling_4week_sum_stars,0.9105990783410138,0.9105990783410138,0.8939393939393939
absolute_q85,validation,weekly_growth_acceleration,0.557142857142857,0.557142857142857,0.6060606060606061
absolute_q85,validation,cumulative_growth_lag_1,0.4516129032258065,0.5483870967741935,0.6818181818181818
absolute_q90,validation,history_length,0.395625,0.604375,0.7424242424242424
absolute_q90,validation,clean_history_weeks,0.395625,0.604375,0.7424242424242424
absolute_q90,validation,weekly_new_stars,0.7793749999999999,0.7793749999999999,0.8333333333333334
absolute_q90,validation,cumulative_stars,0.329375,0.670625,0.7424242424242424
absolute_q90,validation,previous_week_stars,0.7531250000000002,0.7531250000000002,0.8181818181818182
absolute_q90,validation,weekly_growth_rate,0.47374999999999995,0.5262500000000001,0.7727272727272727
absolute_q90,validation,herd_momentum_score,0.6187499999999999,0.6187499999999999,0.7727272727272727
absolute_q90,validation,lag_1_week_stars,0.7531250000000002,0.7531250000000002,0.8181818181818182
absolute_q90,validation,lag_2_week_stars,0.739375,0.739375,0.8181818181818182
absolute_q90,validation,rolling_3week_mean_stars,0.88,0.88,0.8333333333333334
absolute_q90,validation,rolling_4week_sum_stars,0.818125,0.818125,0.8181818181818182
absolute_q90,validation,weekly_growth_acceleration,0.520625,0.520625,0.7727272727272727
absolute_q90,validation,cumulative_growth_lag_1,0.3225,0.6775,0.7424242424242424
relative_growth_1_25,validation,history_length,0.4540289256198347,0.5459710743801653,0.6515151515151515
relative_growth_1_25,validation,clean_history_weeks,0.4540289256198347,0.5459710743801653,0.6515151515151515
relative_growth_1_25,validation,weekly_new_stars,0.35382231404958675,0.6461776859504132,0.7121212121212122
relative_growth_1_25,validation,cumulative_stars,0.30991735537190085,0.6900826446280992,0.7121212121212122
relative_growth_1_25,validation,previous_week_stars,0.3073347107438017,0.6926652892561983,0.7575757575757576
relative_growth_1_25,validation,weekly_growth_rate,0.6027892561983471,0.6027892561983471,0.7121212121212122
relative_growth_1_25,validation,herd_momentum_score,0.26342975206611574,0.7365702479338843,0.7272727272727273
relative_growth_1_25,validation,lag_1_week_stars,0.3073347107438017,0.6926652892561983,0.7575757575757576
relative_growth_1_25,validation,lag_2_week_stars,0.31611570247933884,0.6838842975206612,0.7727272727272727
relative_growth_1_25,validation,rolling_3week_mean_stars,0.38636363636363635,0.6136363636363636,0.7424242424242424
relative_growth_1_25,validation,rolling_4week_sum_stars,0.33367768595041325,0.6663223140495868,0.7727272727272727
relative_growth_1_25,validation,weekly_growth_acceleration,0.5180785123966942,0.5180785123966942,0.6818181818181818
relative_growth_1_25,validation,cumulative_growth_lag_1,0.3140495867768595,0.6859504132231404,0.7121212121212122
relative_growth_1_50,validation,history_length,0.4325,0.5675,0.7424242424242424
relative_growth_1_50,validation,clean_history_weeks,0.4325,0.5675,0.7424242424242424
relative_growth_1_50,validation,weekly_new_stars,0.32625000000000004,0.67375,0.803030303030303
relative_growth_1_50,validation,cumulative_stars,0.284375,0.715625,0.7727272727272727
relative_growth_1_50,validation,previous_week_stars,0.27812500000000007,0.7218749999999999,0.7878787878787878
relative_growth_1_50,validation,weekly_growth_rate,0.5956250000000001,0.5956250000000001,0.7727272727272727
relative_growth_1_50,validation,herd_momentum_score,0.25625,0.74375,0.7878787878787878
relative_growth_1_50,validation,lag_1_week_stars,0.27812500000000007,0.7218749999999999,0.7878787878787878
relative_growth_1_50,validation,lag_2_week_stars,0.30374999999999996,0.69625,0.803030303030303
relative_growth_1_50,validation,rolling_3week_mean_stars,0.38375000000000004,0.61625,0.7878787878787878
relative_growth_1_50,validation,rolling_4week_sum_stars,0.335625,0.6643749999999999,0.8181818181818182
relative_growth_1_50,validation,weekly_growth_acceleration,0.5487500000000001,0.5487500000000001,0.7727272727272727
relative_growth_1_50,validation,cumulative_growth_lag_1,0.286875,0.713125,0.7727272727272727
hybrid_q75_relative_1_10,validation,history_length,0.48347107438016523,0.5165289256198348,0.6515151515151515
hybrid_q75_relative_1_10,validation,clean_history_weeks,0.48347107438016523,0.5165289256198348,0.6515151515151515
hybrid_q75_relative_1_10,validation,weekly_new_stars,0.693698347107438,0.693698347107438,0.696969696969697
hybrid_q75_relative_1_10,validation,cumulative_stars,0.41167355371900827,0.5883264462809917,0.6515151515151515
hybrid_q75_relative_1_10,validation,previous_week_stars,0.6234504132231405,0.6234504132231405,0.6818181818181818
hybrid_q75_relative_1_10,validation,weekly_growth_rate,0.5495867768595042,0.5495867768595042,0.6818181818181818
hybrid_q75_relative_1_10,validation,herd_momentum_score,0.5547520661157025,0.5547520661157025,0.6515151515151515
hybrid_q75_relative_1_10,validation,lag_1_week_stars,0.6234504132231405,0.6234504132231405,0.6818181818181818
hybrid_q75_relative_1_10,validation,lag_2_week_stars,0.6203512396694215,0.6203512396694215,0.696969696969697
hybrid_q75_relative_1_10,validation,rolling_3week_mean_stars,0.7210743801652892,0.7210743801652892,0.696969696969697
hybrid_q75_relative_1_10,validation,rolling_4week_sum_stars,0.6678719008264463,0.6678719008264463,0.6818181818181818
hybrid_q75_relative_1_10,validation,weekly_growth_acceleration,0.5795454545454546,0.5795454545454546,0.696969696969697
hybrid_q75_relative_1_10,validation,cumulative_growth_lag_1,0.4101239669421488,0.5898760330578512,0.6515151515151515
hybrid_q80_relative_1_10,validation,history_length,0.48347107438016523,0.5165289256198348,0.6515151515151515
hybrid_q80_relative_1_10,validation,clean_history_weeks,0.48347107438016523,0.5165289256198348,0.6515151515151515
hybrid_q80_relative_1_10,validation,weekly_new_stars,0.693698347107438,0.693698347107438,0.696969696969697
hybrid_q80_relative_1_10,validation,cumulative_stars,0.41167355371900827,0.5883264462809917,0.6515151515151515
hybrid_q80_relative_1_10,validation,previous_week_stars,0.6234504132231405,0.6234504132231405,0.6818181818181818
hybrid_q80_relative_1_10,validation,weekly_growth_rate,0.5495867768595042,0.5495867768595042,0.6818181818181818
hybrid_q80_relative_1_10,validation,herd_momentum_score,0.5547520661157025,0.5547520661157025,0.6515151515151515
hybrid_q80_relative_1_10,validation,lag_1_week_stars,0.6234504132231405,0.6234504132231405,0.6818181818181818
hybrid_q80_relative_1_10,validation,lag_2_week_stars,0.6203512396694215,0.6203512396694215,0.696969696969697
hybrid_q80_relative_1_10,validation,rolling_3week_mean_stars,0.7210743801652892,0.7210743801652892,0.696969696969697
hybrid_q80_relative_1_10,validation,rolling_4week_sum_stars,0.6678719008264463,0.6678719008264463,0.6818181818181818
hybrid_q80_relative_1_10,validation,weekly_growth_acceleration,0.5795454545454546,0.5795454545454546,0.696969696969697
hybrid_q80_relative_1_10,validation,cumulative_growth_lag_1,0.4101239669421488,0.5898760330578512,0.6515151515151515
hybrid_q80_relative_1_25,validation,history_length,0.395500725689405,0.604499274310595,0.7878787878787878
hybrid_q80_relative_1_25,validation,clean_history_weeks,0.395500725689405,0.604499274310595,0.7878787878787878
hybrid_q80_relative_1_25,validation,weekly_new_stars,0.5914368650217707,0.5914368650217707,0.8181818181818182
hybrid_q80_relative_1_25,validation,cumulative_stars,0.3330914368650218,0.6669085631349783,0.7878787878787878
hybrid_q80_relative_1_25,validation,previous_week_stars,0.5399129172714079,0.5399129172714079,0.8181818181818182
hybrid_q80_relative_1_25,validation,weekly_growth_rate,0.5355587808417998,0.5355587808417998,0.8181818181818182
hybrid_q80_relative_1_25,validation,herd_momentum_score,0.46008708272859217,0.5399129172714079,0.7878787878787878
hybrid_q80_relative_1_25,validation,lag_1_week_stars,0.5399129172714079,0.5399129172714079,0.8181818181818182
hybrid_q80_relative_1_25,validation,lag_2_week_stars,0.5638606676342526,0.5638606676342526,0.8181818181818182
hybrid_q80_relative_1_25,validation,rolling_3week_mean_stars,0.6930333817126271,0.6930333817126271,0.7878787878787878
hybrid_q80_relative_1_25,validation,rolling_4week_sum_stars,0.6219158200290276,0.6219158200290276,0.7878787878787878
hybrid_q80_relative_1_25,validation,weekly_growth_acceleration,0.521044992743106,0.521044992743106,0.8181818181818182
hybrid_q80_relative_1_25,validation,cumulative_growth_lag_1,0.33381712626995647,0.6661828737300435,0.7878787878787878
